Text,Lebel,Month
"ও পৃথিবী এবার এসে
বাংলাদেশ নাও চিনে
ও পৃথিবী তোমায় জানাই
স্বাগতম এই দিনে",0,1
সূর্য নিয়ে উড়ছে সবুজ,0,1
অবাক মানুষজন,0,1
কে শোনেনি আমার দেশের,0,1
বাঘের গর্জন,0,2
লাল সবুজের এই পতাকা,0,2
যাচ্ছে নতুন দিনে,0,2
"অনেক দিন পর একটা ভালো ক্রিকেট ম‍্যাচ দেখলাম।
কোলকাতা থেকে🇮🇳🇮🇳🇮🇳",0,2
অনেক অনেক অভিনন্দন বাংলাদেশ ক্রিকেট দলকে।🇧,0,2
 তোদের খেলা দেখার কিছু কৈই এতো রাত জেগে দেশের বাহিরে থেকে খেলা দেখি ,0,4
সত্যি আজ টাইগারের মত খেলেছে।,0,4
ফাইনালের অপেক্ষায় আছি।,0,4
বারে! সত্যিই তো। জেগে উঠো বুষ্টের শক্তিতে। হুম!   শততম টেষ্টে জিতলাম!,0,4
এবার বলতে পারেন ভাই ইন্ডিয়ার সাথে যে হেরে গেলাম।,0,6
মাশরাফির বিদায়ি টি-টোয়েন্টিতে জিতলাম!,0,3
হতাশ কেনরে আমরা!,0,4
আচ্ছা মনে পড়ে এই তো কয়েক বছর আগে যে দলটার সাথে আমরা খাবি খেতাম ,0,3
এবং বিশ্বকাপের প্রথম ওভারে তাদের ভাসের হাতে ফুড়ুৎ ফুড়ুৎ চারটা উইকেট দিয়ে দিয়েছিলাম সেই লংকানদের তো তাদের দেশে গিয়ে কুপোকাত করছি।,0,3
এবার তাদের বুকে বসেই তো ছুরি চালালাম। তাদের টিমটাতো তথাকথিত ইন্ডিয়ান বি-টিম ছিল না। ,0,4
 আর কি চাই! দেশে এসে লংকানরা আমাদের ইজ্জ্বত ধরে টান মারতে ছেয়েছিল! তাতে কি! ,0,8
এক্কেবারে সাচ্ছা জাতীয় দল। দুইটাতে ধরিয়ে দিলাম। ,0,8
আরে কালকে যদি আমরা জিততাম ইন্ডিয়ান সমর্থকরা বলতে বি টিম হারিয়ে এত লাফাও কেন! ,0,9
"ভারতের এ টিম ছিলো না তাদের বর্তমান টিমের হার্টথ্রব বিরাট কোহলি, ধোনী, জসপিৎ ভুমরা, পান্ডিয়ারা।",0,9
মনে পড়ে ২০০৭ সালের বিশ্বকাপের কথা।,0,9
" ক্রিকেটের মহারথী টেন্ডুলকার, দ্রাবিড়, গাঙ্গুলীর ভারতকে কি শিক্ষাটা নাই দিলাম। ",0,6
" বিশ্ব আসরে আরেক বার ঘাড় মড়কানোর জন্য প্রস্তুত সৌম্য, রুবেল রা তাদের অস্ত্রে শান দিচ্ছে",0,4
"হেই রোহিত, গাভাস্কার গংরা শুনে রাখ! গর্জে উঠো বাংলাদেশ।",0,6
"একটা জিনিস লক্ষ করলাম সেটা হচ্ছে বাংলাদেশ কোন টুর্নামেন্টে ম্যাচ জিতলেই   কোটি টাকা পুরুষ্কার ঘোসনা করা হয়,,,,,",0,3
"টাইগার ফিরে এসেছে ""টাইগার জিন্দা হ্যায়  ""দ্যা লিটল মাস্টার অফ বাংলাদেশ ক্রিকেট  #মোহাম্মদ_আশরাফুল  .. . …",0,4
",অথচ বিসিবির  যে একটা মসজিদ আছে তাতে এক সাথে ১০০ জন মানুষ একসাথে নামাজ পরতে পারে না",0,3
"কারন মসজিদটা অনেক ছোট,,এই দিকটায় বিসিবি নজর দিচ্ছে না কেন???  কেন প্রতিওয়াক্তে দান বাক্সে টাকা উঠাতে হয়????",0,3
 কিন্তু ১৩ ম্যাচের মধ্যে ৫ টা সেন্চুরি করে ফেললেন..,0,8
 পাপন কাক্কু মানুষ আপনের  জোকার বলে .,0,9
আসলেই আপনে একটা জোকার :-D :-D :-D এখন ও সময় আছে আশরাফুল কে দলে নেন...,0,9
  চলতি মৌসুম এ সব থেকে বেশি সেন্চুরির মালিক এখন আশরাফুল :-( :-( :-(,0,9
বরিশাল কি ফিরবে,0,9
আমি বোজ লাম না যে বাংলাদেশ আটে আসলো এতে খুশী হবার কি আরও ১০/১১ বছর আগে আসার কথা ছিল কারন  ২০০০ সালে,0,9
নয়তো Abu jayed. R  abul hasan রে কি মনে কইরা নিছে??? ,0,9
সাকিব অধিনায়ক থাকলে দল বিভক্ত হয়ে যাবে।  ,0,9
 তারপরেও যারা দায়িত্ব নিয়ে আছেন তাদের বলি একটু দায়িত্ববোধ থেকে কাজ করুন।,0,8
 দলে মোহাম্মদ আশরাফুল ও মুমিনুল কে আনা উচিত।,0,6
"যারা দলে সুযোগ পাচ্ছে তাদের খেলা দেখে মনে হচ্ছে কারও কোনও দায়বদ্ধতা নেই,",0,6
 সুপ্রিম কোট যে রায় দিয়েছেন সেটার দ্বারা প্রামান হয়েছে তারা কি এবং কেমন।,0,7
বাংলাদেশ ক্রিকেট বোর্ড যোগ্যতাকে যে মুল্যায়ন করেনা সেটা ইতিহাস প্রমাণিত।,0,7
কিন্তু  উইকেট কিপার এবং বেস্ট স্ট্রাইক রেটের জন্য জাকির হাসান কে রাখলাম। ,0,7
" সৌম্য কে আমি সবসময় ওয়ানডের  জন্য রাখব, এখানে টি ২০ এর জন্য রাখা যেত !",0,7
সাব্বির কে রাখলাম টি ২০ স্পেশালিস্ট হিসাবে।,0,7
মুশফিকের টি ২০ ফর্ম বিবেচনায় তাকে রাখতে পারলাম না,0,7
"একবছর হয়ে গেলো, স্পিন কোচ খুঁজে চলছেন বাবু মশাইরা কিন্ত কোন সুরাহা আসে নাই।",0,8
 আমি বলি কি কাকতালীয় স্বপ্ন না দেখে নিজের রত্নকে চিনুন। নিজের ঘরের সন্তান কে কাজে লাগান প্লিজ হে মিঃ বিসিবি প্রধান,0,7
র যোগ্যতাকে প্লিজ মুল্যায়ন করুন।,0,7
"নিজের ঘরের সন্তান বিপদে আপদে নিজের সবটুকু উজাড় করে দিয়ে দিবে,, ",0,7
"একটু কমতি হবেনা, সবকিছু বিদেশি বিদেশী বলে চিৎকার চেঁচামিচি করলে কি হবে?",0,1
 রফিক ভাইকে প্রাপ্যতা না দেওয়া অবধি এই দাবী চলতেই থাকবে।,0,1
সেমিফাইনাল খেলুক আর না খেলুক তবে আজকে মনটা পুরা ভইরা গেছে।,0,1
এছাড়া আরো কিছু প্রতিবাহবান ক্রিকেটারের ক্যারিয়ার ধংসের মুখে ঢেলে দিছে😡😔,0,1
#To_be_continue,0,2
#ভালোবাসা_অবিরাম,0,2
 আমি চাই আশরাফুল আবার জাতীয় দলের জার্সি গায়ে বাংলাদেশ দলের হয়ে আন্তর্জাতিক ম্যাচ খেলুক ।,0,2
 বাংলাদেশ জাতীয় ক্রিকেট দলের তিন নাম্বার পজিশনে  আমরা আবারও আশরাফুল কে দেখতে  চাই। ,0,2
কে কে চান আশরাফুল আবার বাংলাদেশ জাতীয় দলের হয়ে খেলুক ?,0,2
মুসাদ্দেক এর জায়গাতে মেহেদি মিরাজ সেরা একাদশে।,0,4
 আবু জায়েদ ও নাজমুল ইসলাম দলে কোনো প্রয়োজন আছে বলে মনে হয় না।,0,4
 নির্বাচকে পরিবর্তন দরকার। এখনকার খেলা দেখলে বিনোদনের পরিবর্তে রাগ বাড়ে।,0,4
মাহমুূদুল্লা কে ক্যাপটেন হিসেবে দেখতে চাই. সাকিব বাংলাদেশের অধিনায়ক হওয়ার যোগ্যতাই রাখে না.,0,4
"হে টাইগারের বাচ্চারা, হোয়াইট ওয়াশ হয়ে সাদা ফকফকা হয়ে যেন দেশে আস ॥ best of luck..",0,6
আশরাফুল কে দলে চাই,0,3
রিমোট এর আঘাতে অকালে প্রান হারালো প্রান প্রিয় টেলিভিশন টা,0,4
যা দেখছি কাল তো তোদের নেপাল আর ভুটান সাথে খেলা ,0,3
"যার কোন future ই নাই, সে নাকি কোচ। ",0,3
 কি কোচ ?  চেয়ার কোচ ? ,0,4
কচ্চপের মত ছুটবে এবার বাংলাদেশ,0,8
। এর চেয়ে ভাল হতো কেনিয়া থেকে কোচ আনা যেত কি না।,0,8
"হাতুর দিয়ে পিটিয়ে কিছুটা উন্নতি হয়েছিল,,দেখা যাক রড দিয়ে পিটিয়ে কি হয়??",0,9
আমরা কপাল পোরা জাতি কারন আমরা সহজ ম্যাচ গুলোকে নিজের দোষেই কঠিন ম্যাচ বানিয়ে ফেলি।,0,9
 আমি বাংলার খেলা দেখে হতাশ হলাম so sad,0,9
শেষ পর্যন্ত হোয়াইট ওয়াশ হতে হলো! .....,0,6
"আপনাদের উচিত সাকিব নয়, মাহমুদুলাহকে কিংবা মুশফিক কিংবা তামিমকে ক্যাপ্টেন করানো ",0,4
তবে মাহমুদুলাহ ব্যাটার হবে!,0,6
 ইমরুল কমেন্ট করলো মানুষ বুঝেনা ক্রিকেট কতো কষ্টের খেলা...😬😬.,0,3
তাইলে আফগানিস্তানের প্লেয়ার রা ভাত দুই বেলা বেসি খায় তাই তাগো সোজা আর . এদেশের কঠিন।,0,4
"দারুণ কভার ফোটো। তবে আমি বলতে চাই, বাংলাদেশ ক্রিকেট দল অসাধারণ খেলেছে।  ।",0,3
এবার মূল কথা হলো  বাংলাদেশ ক্রিকেট দল যেনো ভারতের সাথে কোন ম্যাচের আয়েজন না করে,0,3
 এটা অনুরোধ রইলো বিসিবির কাছে। প্লিজ!,0,4
"ছেলরা নয় কিন্তু 😄
বাংলাদেশের নারীদল সর্বপ্রথম 😎
বাংলাদেশ কে অান্তর্জাতিক ট্রপি এনে দিলো 💪

সবাস বাংলাদেশ সবাস 😍😍",0,4
কিছুদিন আগে বাংলার মেয়েরা যখন south africa er মেয়েদের সাথে ৫ odi হারল ,0,4
তখন গালাগালি দেখে কে আর আজকে জয়লাভ করার পর আজকের চিত্র দেখুন। ,0,4
"যেখানে ছেলেরা ৩ বলে ২ রান করতে পারে
না।সেখানে মেয়েরা ১ বলে ২ রান করে
ছেলেদের মূখ্যম জবাব দিল।",0,4
আবার ফিরে আস নিজের রুপে.....অপেক্ষায় আছি বস,0,4
Btv তে দেখাবেনা?,0,4
ভাল না খেললে খবর আছে এত সেলফি তুলছে গিয়া,0,4
"

 তারা তাদের লিমিটেশন জানে কিন্তু অামরা যা না, সেটা যখন অামরা পেয়ে যাই তখন অামাদের অার হুশ থাকে না ! খেলার সুবাদে হাতে কিছু কাচা পয়সা অার টিভিতে মুখ দেখানোর সুবাদে জনপ্রিয়তা পেলে নাসির/রুবেলরা ধরাকে সরা গ্যান করেন ! ২০১৯ বিশ্বকাপে ভিরাট যখন তার দলকে বিশ্বকাপ জেতানোর জন্য ব্যাট হাতে লড়াই করবে তখন ''দলে জায়গা হবে কি না'' সেটা নিয়ে অাপনি নাসির হোসেন মাথা ছেচড়ে বেড়াবেন !
সেই জনপ্রিয়তাকে পুজি করে তিনি যখন মাঠের পারর্ফমেন্স বাদ দিয়ে খাটের পার্ফমেন্সের প্রতি বেশী অাগ্রহী হয়ে ওঠেন, তখন অাপনি ভিরাটকে পছন্দ করেন নাকি ঘৃণা করেন, তাতে ভিরাটের কিছুই যায় অাসে না কারন সে জানে, ক্রিকেট খেলাটা ঠিকভাবে করার জন্যই ভারত সরকার তাকে পয়সা দেয়, ক্রিকেটের জন্যই ভারতীয়রা তাকে ভালোবাসে !
অার অাপনারা যারা অামাদের নিঃস্বার্থ ভালোবাসাকে পুজি করে, রিকশাওয়ালা/
ব্যাবসায়ী/কৃষকদের দেওয়া ট্যাক্সে লাখ লাখ টাকা বেতন নিয়ে অন্যের খাট কাপানোতে বেশী অাগ্রহী থাকেন, তখন অাপনাদের প্রতি অামাদের অার কোনো শ্রদ্ধাবোধ কাজ করে না !
শেইম অন !

লিখাঃ Mahmud piash",0,4
সেই ভালোবাসাকে বৃদ্ধাঙ্গুলি দেখানোর অধিকার নাসির/রুবেল/অারাফাত সানিকে বাঙলার মানুষ দেয় নি !,0,4
 ক্রিকেট বাঙালির অাবেগ/ভালোবাসা,0,4
এ কারনে টাইমের প্রতি স্ট্রিক্ট হাতুরসিংহে তাকে টীমে রাখতেন না !  ,0,4
নাসির হোসেন যখন অস্ট্রেলিয়ায় খেলতে যান তখন স্পোর্টস সাংবাদিকদের ব্যাক্তিগত অালাপে শুনেছিলাম,0,4
" সারারাত নাইট ক্লাবে থাকতেন, অার ৮টার ট্রেনিংয়ে অাসতেন ৯/১০টায় !",0,4
", নাসির কখোনো টাইমমতো ট্রেনিংয়ে অাসতেন না !",0,4
"অার দেশে বসে অামরা ফেসবুক গরম করতাম, 'নাসির কেনো টীমে নেই' !",0,4
" পাপন সাহেব একবার বলেছিলেন, ''নাসিরের ১২টা মোবাইল অার ৮০টা সিম'' সেটা নিয়েও অামাদের কতো ট্রল ! ",0,4
"সুবাহর সাথে ফোনালাপের কথোপকথন শুনে অাজ অামরা জানি, কথাগুলো খুব মিথ্যে নয় !",0,4
"''তোমার সব চেটেপুটে খেয়ে নিবো.......""এসব কথা শোনার জন্য নাসিরের প্রতি বাঙালির অাবেগ কাজ করে না !",0,4
"সারাদেশের সব ইস্যুতে অামরা দুভাগ হই কিন্তু বাংলাদেশের ক্রিকেট নিয়ে কথা উঠলে, অামরা সব এক !",0,4
" অার নাসির একবার টিভি সাক্ষাতকারে বলেছিলেন, ""অামি ভিরাটকে ব্যাক্তিগতভাবে পছদ করি না"" !",0,4
সারারাত নাইট ক্লাবে থাকলেই শেন ওয়ার্ন হওয়া যায় না !,0,4
খেলা দিয়েই নাসিরের জনপ্রিয়তা ! ,0,4
মনে হয় না ভাল করতে পারবেন ,0,4
আপনারা যারা সিনিয়র আছেন তাদের হস্তক্ষেপ কামনা করছি।,0,4
।বাংলাদেশর উচিত ক্রিকেট খেলা বন্ধ করে দেওয়া।আপনাদের পিছনে যে টাকা ব্যয় হয় তা দিয়ে দেশের উন্নয়ন মূলক কাজ করা দরকার ।,0,4
শুধু শুধু টাকা অপচয় করার মানে হয়না।,0,4
"আর যে সব ক্রিকেটার অপকর্ম করে দেশ ও জাতি কে কলংক করে তাদের সামাজিক ভাবে বয়কট করার আহ্বান জানাচ্ছি ,",0,4
"আসলে তামিন ভাই ব্যাপারটা হচ্চে,,, ",0,4
তাকে বাছাই এবং কোচিং এর দাইত্ত দিলেও দল বাল করবে।,0,4
", মাশরাফি ভাইকে যতবার কস্ট দিয়ে দলের বাহিরে রাখা হয়েছে,,,ততবারই দলের এই হাল হয়েছে।",0,4
"এটার কারন হল ওর অভিশাপ,,কিন্ত তোমরা সেটা বুঝ না, ",0,4
ভাই কেও কি এদের জার্সি থেকে রবি র লগোটা নামাতে পারবা then এরা ভালো খেলবে...,0,4
মনে করে দেখ ২০১১ world cup ৫৮ রানে এবং ৭৮ রানে অল আউট। ,0,4
"মিষ্টি এদেরকে খাওয়ানো উচিৎ .
আর ছেলেদের খাওয়া উচিৎ জুতার বাড়ি.",0,4
বাংলাদেশ বনাম উন্ডিজ ক্রিকেট বোর্ডের মধ্যকার একমাত্র প্রস্তুতি ম্যাচের বল টু বল স্কোর আপডেট পেতে লাইক দিন এই পেজে ,0,4
জয় হলেও বাংলাদেশ! বাশ খাইলেও বাংলাদেশ,0,4
"যা চলতেছে বৃষ্টি আশীর্বাদ হয়ে এসেছে,,,",0,4
"ভাই আপনারা ভরসা হারাইয়েন না,,দেশ তো আমাদেরই, ",0,4
দল তো আমাদেরই,0,4
এখন একটু খারাপ সময় যাচ্ছে আমাদের টিমের জন্য।।।।।।।,0,4
আপনারা সবাই দোয়া করেন আমাদের টিমের জন্য।যেন ওনারা আমাদের ভলো খেলা উপহার দিতে পারে।।।।।।।,0,4
"হারার ১ম কারন মাহমুদুল্লার রান আউট,আর ২য় হল সাব্বির,মুসাদ্দেক এর মত মিডিল অর্ডার ব্যাটসম্যান।",0,4
আর ১০০ করলে ত ম্যাচ এই শেষ হয়ে যাবে।,0,4
"।আর তামিম এর কথা বলে লাভ নাই,😰😰😰উনি যেন প্রতিটা ওয়ানডে ম্যাচকে টেস্ট মনে করে খেলেন।",0,4
বল ডট দিতে দিতে যখন ৫০ হয় তখন দেখা যায় ৩০ বল ব্যবধান রান থেকে।,0,4
"একটা ২ টা ম্যাচ হলে তাও হয়,,,, বার বার হেরে যাই যখন ৪ টা ব্যাটিং আউট হয়। .",0,4
.বাংলাদেশ কখনোই মিডিল অর্ডার ব্যাটিং দের উপর ভরশা পেলো না😭😭😭😭,0,4
এত দিন হইলো এখন পর্যন্ত সেরা একাদশ টা সাজাইতে পারলো না,0,4
"বাংলাদেশ কী সিরিজ জিতবে,,,,,,,,",0,4
Ah! পাক এনামুল👏👏ঝড়ো ব্যাটিং,0,4
"আপনারা ওয়েস্ট ইন্ডিজ লিখেন কেন?? ক্রিকেটে তাদের নাম উইন্ডিজ করা হয়েছে। টিভিতেই তো দেখা যাচ্ছে, কমেনন্টেরারও তো বলছে।",0,4
" খেলা শুরু হবার আগে তার বক্তব্য শুনে মনে হয় হর নিশ্চিত, ",0,4
এখন খেলার জন্য আসছে তাই খেলছে। ফলাফল তার জানা।😀😀😀😀,0,4
 তামিম আউট হলে সাকিব নামবে আর লিটন আউট হলে সাব্বির,0,4
ও ব্যাটিং গড় ৯,0,4
মিরাজের বোলিং গড় টুয়েন্টিতে ৮১+,0,4
সাব্বির তুলনামূলক সরকারের চেয়ে ভালো বর্তমান ফর্ম অনুযায়ী। ,0,4
যদিও সাব্বিরের ফর্মও ভালো না,0,4
"তবে আমরা জানি,সাব্বির কেই একমাত্র হার্ডহিটার মানি আমরা",0,4
"আর আবু হায়দার,স্পিন বল চলছে না ওদের কাছে।",0,4
"ওদের ফর্মে আছে রাসেল,পাওয়েল,স্যামুয়েলস,আর যারা আছে ওরা সবায়ই প্রায় স্পিন ভালো খেলে।বাকি গুলো অটো চয়েস।।।।",0,4
একটা ছোট উপদেশ দি আমার বাংলাদেশি ভাইদের........... ..............হ্যাঁ এটাই আমার ভারতবর্ষ............,0,4
আজ নিশ্চই দেখেছেন চাহল আপনাদের প্লেয়ার এর জুতোর ফিতে বেঁধে দিচ্ছে,0,4
.আপনারা মনে করেন যে আপনারা বিশ্ব শ্রেষ্ট.......কিন্তু তা নয়। ,0,4
 ভারতীয় রা কেন আপনাদের খারাপ কথা বলে কেন জানেন???,0,4
কারণ আপনার আপনাদের থেকে যে কেউ ভালো সেটা মানতেই চান না..,0,4
..ভারতীয় ক্রিকেট দলের কাছ থেকে আপনাদের অনেক কিছু শেখার আছে.......অবহেলা না করে শিখুন।। ,0,4
..ধর্ম ধর্ম না করে ভালো করে খেলুন.......তাহলেই দেখবেন ফল ভালো হচ্ছে..,0,4
আমাদের বীর চট্টলার গর্ব,0,4
ভাই আপনি,0,4
"শুভ কামনা রইলো আপনার জন্যে, নিজেকে প্রমান করার আরকেটি সুযোগ যেন কাজে লাগাতে পারেন, আমিন😍😍",0,4
"তামিম ভাই, গিফট চাই। ",0,4
"আপনার ক্রিকেটের যতসব চোখধাঁধানো, দৃষ্টিনন্দন সুন্দর শর্ট আছে তার মধ্যে এটাই একটি ",0,4
এটাকেই বেশি এগিয়ে রাখবো আর এটা আমাকে এত্তো বেশি টান যে বলার বাহিরে এক কথায় অসাধারণ,0,4
চট্টগ্রামের ছেলেদের কথা বলতে হয় না কারণ তারা অতুলনীয় যেমন আমার বস্ তামিম ইকবাল খান,0,4
বিজয়ের নিশান একদিন আমাদের দেশে উড়বে আপনাদের হাত ধরে,0,4
তামিমের এবং বাংলাদেশ ক্রিকেট দলের জন্য সবসময় শুভকামনা।,0,4
তামিম ভাই আপনার জন্য আমি দোয়া করতাম যাতে আপনি বিশ্ব কাপ এস্কোয়াডে থাকেন,0,4
তামিম ভাই আপনাকে ছাড়া বিশ্ব কাপ একবারে অচল।,0,4
সিরিজের সর্বোচ্চ রান হবে আপনার ব্যাট থেকে,0,4
আপনি ১০৩ রান ওমান এর সাথে এর সাথে করেছিলেন তামিম ভাই,0,4
তামিম ভাই আপনার জন্নে আমি আমার ঢাকা বাদ দিয়া কুমিল্লা সাপোট করসি। ,0,4
ওয়ানডে তে ফিরবেন সেই আশায় করছি,0,4
একটু সময় নিয়ে খেলুন প্লিজ! আপনার আউটের পর আর খেলা দেখার ইচ্ছা থাকেন না। শুভ কামনা ভাই।,0,4
তামিম ভাই আপনি Bpl যেই দলে খেলেন আমি ২০১২ সাল দেখে সেই দল এই করি,0,4
এক সাথে সময়ের সেরা ক্রিকেটার সেরা তারকা।,0,4
ভাই আমাদের ইজ্জত আপনাদের হাতে। দিন ভাই দুই ইনিংসে দুটা সেঞ্চুরি দিন ভারতের বিপক্ষে,0,4
তামিম ভাই আমি চাই তুমি ভালো খেলো,0,4
আরব আমিরাতের বিপক্ষে দারুণ একটি সিরিজ জয়ের জন্য ,0,4
অভিনন্দন,0,4
টিম টাইগার্সকে,0,4
ভাই ফলাফল যাই হোক আজকের তাসকিনের ইবাদতের বোলিং দেখিতো আমি ওবাক ,0,4
এ দুইজন ইয়র্কোর কিভাবে বল করছে একটানা ১৪৫ কি:মি:গতিতে এদুজন টানা ২৫ বল ইয়র্কার করে গেছে ,0,4
"অভিনন্দন
বাংলাদেশ টিম,,,, ছাদ খোলা বাসে সেলিব্রেশন চাই ",0,4
পরবর্তী টার্গেট ট্রাই নেশন সিরিজ♥️🇧🇩Inshallah we do best,0,4
ক্রিকেটের লাইভ স্কোর পেতে পেজে লাইক দিন,0,4
১০ রান বেশি হওয়ার ছিল ,0,4
খেলা কি জিটিভি তে দেখাবে?,0,4
অন‍্য পজিশনে খেলিয়ে লিটনের ক‍্যারিয়ার ধ্বংস করার চেষ্টা চলছে।,0,4
এশিয়া কাপের শ্রেষ্ঠ ম্যাচ হয়েছে আজকে পাকিস্তান থাইল্যান্ড ,0,4
এসব না দিয়ে বাংলাদেশের কোন টিভি চ্যানেল লাইভ টেলিকাস্ট করতেছে না তাহার ব্যবস্থা করেন?,0,4
ইনশাআল্লাহ আমরা ই জয় পাবো.... 💞 ভালো বাসা অবিরাম বাংলাদেশ নারী ক্রিকেট টিম।,0,4
বিসিবি নজর দেওয়ার পর থেকে এই অবস্থা ,0,4
৭১ এর টার্গেটে পাকিস্তানকে হারিয়ে দিলে দারুন একটা কাজ হতো।,0,4
শান্তকে দলে রাখা উচিত ছিল,0,4
"নিজ দেশের মাটি থেকে এমন পরাজয় মেনে নেওয়া যায় না,",0,4
সিলেটের এই মাঠে প্রথম সেশনের খেলায় আগে ব্যাটিং করলে হার এক প্রকার নিশ্চিত..পরের ম্যাচে ভালোভাবে ক্যামবেক করবে ইনশাআল্লাহ,0,4
এইবার এশিয়া কাপ আমরা নিবো ইনশাআল্লাহ,0,4
বাংলাদেশ জিতেছে খুব ভালো কিন্তু তোমাদেরকে ফিল্ডিং টা ভালো করতে হবে,0,4
আলহামদুলিল্লাহ,0,4
অভিনন্দন,0,4
টিম টাইগার,0,4
কতটুকু ভয় আর চিন্তার মধ্যে ছিলাম,0,4
আল্লাহ ছাড়া কেউ জানবে না।,0,4
কোনো দলকেই ছোট ভাবে নেওয়া উচিত না। ,0,4
শক্তিশালী অস্ট্রেলিয়ার বিরুদ্ধে শ্বাসরুদ্ধকর জয়,0,4
"ইউএই অনেক ভাল দল, বাংলাদেশ ভাল খেলেছে।",0,4
হাডা হাড্ডি লড়াই করে টীম আস্ট্রেলিয়া কে হারালো টীম বাংলাদেশ,0,4
এই টিম নিয়ে বাংলাদেশে যাবে বিশ্বকাপ মোকাবেলা করতে যারা কিনা আরব আমিরাতের সাথে নাকানি-চুবানি খায়,0,4
" টাইগারদের হারানো অত সহজ নয়! 🐅
জিত্তা গেসি মনা 🤟",0,4
আফিফ হোসেন!,0,4
তোমার ক্যাপ্টেনসিতে যে দল জয়ের যাত্রা শুরু করেছিলো সেই দল এগিয়ে যাবে নতুনদের আগামীর নেতৃত্বে । মিস ইউ ম্যাশ,0,4
মিষ্টার পারফেক্ট!,0,4
দ্বিতীয় সাকিব।,0,4
ওপেনিং খারাপ হলেও। শেষের দিকে আফিফের ব্যাটিং ,0,4
এখন বাকিটা নির্ভর করবে বাংলাদেশের বোলিং এর উপর। ,0,4
"যদিও বাংলাদেশের বোলিং, ফিল্ডিং ভালো না ",0,4
আত্মবিশ্বাস নিয়ে খেলতে পারলে এরকম প্লেয়ার দিয়ে বিশ্বকাপও নেওয়া সম্ভব,0,4
বাংলাদেশের বিগ হিটার ব্যাটসম্যান আফিফ হোসেন ,0,4
আহারে সময়টা যদি থামিয়ে দেওয়া যেতো! এই লোকটার খেলা যতো দেখি ততোই মুগ্ধ হই,0,2
আরও বেশি বেশি দেখতে ইচ্ছে করে। খুব মিস করবো লিজেন্ড,0,2
সৌভাগ্যক্রমে তোমার মতো জিনিয়াসকে উপভোগের সৌভাগ্য হয়েছিল।,0,4
একজন  ফ্যান হিসেবে আমি খুবই ভাগ্যবান,0,4
ভালো ফর্মে থাকতে অবসর নেওয়া উচিত। ,0,4
সবকিছুর জন্য ধন্যবাদ চ্যাম্প,0,4
মিস ইউ ম্যাশ,0,6
আপনাকে বেশি মিস করে বাংলাদেশের ক্রিকেট প্রেমিরা,0,3
"
শুধু খেলা নয়, ব্যক্তিগত জীবনেও আপনি অনুকরণীয়। ",0,4
কিংবদন্তির বিদায়…,0,3
এ জীবনে আপনার মতো স্পোর্টসম্যান আর হয়তো দেখবো না...,0,3
আমি তো মিস করছি বস মাশরাফি তোমাকে।,0,4
"মিস ইউ মাশরাফি বিন মর্তুজা
ক্রিকেট মাঠে তোমায় সবাই মিস করে🥰",0,8
মিস ইউ ম্যাস।ক্রিকেটের কোন এক অঙ্গনে ফিরে এসো ।,0,8
আমরা লড়াকু ম্যাশকে খুব ভালোবাসি ,0,9
আমরা যে মিরপুর স্টেডিয়ামে ম্যাশকে খুব মিস করি ,0,9
আপনাকে বাংলাদেশ জাতীয় দলের টি-টোয়েন্টি জার্সিতে দেখতে চাই,0,9
"ভালোবাসার আরেক নাম,,",0,6
প্রিয় - ম্যাশ,0,4
ভাই আর আপনাকে মিস করে পুরো বাংলাদেশ ক্রিকেট প্রেমী।,0,6
দেশের কিছু কুলাঙ্গারের জন্য ক্রিকেটের এই অধপতন,0,3
"প্রিয় ম্যাশ লাল সবুজের জার্সিতে অনেক মিস করি, কতদিন হয়ে গেল মাঠে দেখি না।",0,4
ভাই আপনাকে পুরো বাংলাদেশ মিস করছে ক্রিকেট মাঠে,0,3
আমাদেরও একজন মাশরাফি ছিল যে রজারের চেয়ে বাঙ্গালির হৃদয়ে বেশি আশার সঞ্চারক হয়ে স্বপ্ন দেখাত,0,3
"আমার জীবনের প্রথম সরাসরি খেলা দেখা চট্টগ্রাম স্টেডিয়ামে, (১৮-মে-২০০৭)",0,8
বল হাতে আপনি প্রথম বলেই বোল্ড,0,9
চোখের পলকে। আমার আজীবন মনে থাকবে ,0,9
"হৃদয়ের ক্যানভাসে শ্রদ্ধা আর ভালবাসার একটি নাম  মাশরাফি
",0,9
নিও হৃদয় নিঙড়ানো ভালবাসার সালাম....ম্যাশ,0,9
২২ গজের ক্রিজে বিশ্ব শুনেছে তোমার গর্জন,0,2
ইতিহাস লিখেছে দেশের জন্য তোমার বিসার্জন...,0,2
নড়াইলের কৌশিক থেকে তুমি আজ সকলের ভালবাসার মাশরাফি..,0,4
মাশরাফিমাশরাফি...হৃদয়ে ভালবাসার একটি নাম...,0,4
"প্রিয় ম্যাশ ভাই, আপনি বাংলার ক্রিকেটের উজ্জ্বল নক্ষত্র। আপনি বাংলাদেশের কোটি কোটি ক্রিকেট বক্তের প্রাণ।",0,4
বাংলাদেশের ক্রিকেটকে সামনের দিকে এগিয়ে নেওয়া আপনার সবচেয়ে বড় অবদান।,0,4
বাংলাদেশের ক্রিকেট যদি হয় একটা শিল্প আর সেই শিল্পের কারুকার আপনি। অনেক মিস করি আপনার সেই আগের ম্যাচ গুলো।,0,6
